Date,You­Tube Premi­um views,End screen ele­ment clicks,Dis­likes,Likes,Sub­scribers gained,Re­turn­ing view­ers,Unique view­ers,Im­pres­sions click-through rate (%),Im­pres­sions,Videos pub­lished,Videos ad­ded,Sub­scribers,Av­er­age per­cent­age viewed (%),Views,Watch time (hours),Av­er­age view dur­a­tion
Total,4200,163,84,5126,332,0,0,6.78,416515,112,122,195,2.97,63193,2012.6851,0:01:54
2022-01-01,1,1,0,19,13,40,71,5.01,1336,0,0,11,2.37,117,1.705,0:00:52
2022-01-02,8,2,0,76,31,180,246,7.28,4137,1,1,30,1.65,489,32.8326,0:04:01
2022-01-03,5,2,0,71,5,169,208,7.96,3695,1,1,3,1.87,391,30.7299,0:04:42
2022-01-04,8,2,0,77,6,176,228,8.73,3871,1,1,6,2.48,450,40.0851,0:05:20
2022-01-05,3,1,0,39,5,116,135,6.66,2299,1,1,4,4.7,209,16.6525,0:04:46
2022-01-06,3,2,0,3,3,29,38,4.55,879,0,0,2,5.41,61,4.4185,0:04:20
2022-01-07,0,0,0,3,2,16,30,3.92,561,0,0,1,1.6,51,0.8389,0:00:59
2022-01-08,9,2,0,59,6,136,165,7.13,2776,2,2,5,4.85,270,17.4081,0:03:52
2022-01-09,11,0,1,69,3,149,178,7.05,3446,1,3,3,2.03,357,25.3972,0:04:16
2022-01-10,15,2,1,124,33,197,434,5.9,8759,2,3,30,1.89,756,44.0431,0:03:29
2022-01-11,171,1,3,135,3,194,1824,6.66,4910,1,1,0,3.03,2101,34.873,0:00:59
2022-01-12,15,0,0,70,1,217,282,8.34,5312,1,1,-1,1.87,589,56.1935,0:05:43
2022-01-13,6,0,2,71,6,182,266,7.36,4919,1,1,5,2.56,495,45.354,0:05:29
2022-01-14,7,2,0,44,3,148,188,7.1,2973,1,1,2,5.8,302,29.0705,0:05:46
2022-01-15,8,1,0,38,3,135,180,5.21,3994,1,1,2,4.54,302,25.7799,0:05:07
2022-01-16,10,0,0,62,7,191,234,8.3,4239,1,1,6,3,471,44.2817,0:05:38
2022-01-17,2,1,0,5,1,28,51,3.27,1315,0,1,1,2.46,96,2.7103,0:01:41
2022-01-18,18,1,0,107,5,224,309,7.39,5155,2,2,4,2.72,569,35.5635,0:03:45
2022-01-19,152,0,4,95,2,162,1463,6.29,3531,1,1,2,4.39,1785,24.4002,0:00:49
2022-01-20,128,4,1,89,4,149,1524,5.25,3733,2,3,2,5.23,1670,15.9786,0:00:34
2022-01-21,6,0,0,59,13,187,240,6.08,4804,2,2,13,3.22,426,34.6992,0:04:53
2022-01-22,12,0,0,51,2,145,202,6.58,3083,1,1,-9,3.71,372,18.7132,0:03:01
2022-01-23,7,4,0,51,2,159,201,6.13,3603,1,1,0,3.02,332,29.2516,0:05:17
2022-01-24,12,1,0,46,3,148,185,7.2,3387,1,1,3,2.19,338,20.1279,0:03:34
2022-01-25,521,0,8,246,4,149,6177,5.94,3315,1,1,3,9.6,6747,65.8537,0:00:35
2022-01-26,18,1,-2,52,4,173,242,8.4,3310,1,1,3,3.35,493,35.291,0:04:17
2022-01-27,10,1,0,38,5,130,206,5.45,3227,1,1,5,4.29,343,16.2552,0:02:50
2022-01-28,5,0,0,53,2,165,244,8.18,2899,1,1,0,4.49,403,28.914,0:04:18
2022-01-29,9,2,0,48,3,107,217,4.45,4517,1,1,3,3.27,342,27.034,0:04:44
2022-01-30,11,4,0,45,5,130,167,6.2,3129,1,1,3,4.33,312,23.7556,0:04:34
2022-01-31,4,0,1,2,0,23,67,6.06,677,0,0,-2,4.3,101,2.8202,0:01:40
2022-02-01,13,0,0,44,2,106,139,6.88,2602,1,1,2,4.56,237,17.4242,0:04:24
2022-02-02,35,0,1,72,4,183,650,10.57,5821,1,1,3,1.41,837,36.951,0:02:38
2022-02-03,4,0,0,0,0,16,44,5.32,601,0,0,-1,1.13,58,1.0215,0:01:03
2022-02-04,3,0,2,25,0,121,142,10.18,1081,1,1,0,5.88,216,3.3236,0:00:55
2022-02-05,2,0,0,6,1,31,45,6.3,857,0,0,1,4.95,116,1.5632,0:00:48
2022-02-06,9,0,0,55,4,150,190,7.31,3186,1,1,4,2.76,335,25.0035,0:04:28
2022-02-07,4,1,0,45,5,135,168,7.57,2775,1,1,5,2.55,281,16.0199,0:03:25
2022-02-08,10,0,1,33,2,119,160,5.35,3292,1,1,0,5.41,248,20.6454,0:04:59
2022-02-09,9,1,0,47,3,136,161,8.37,2306,1,1,1,3.03,295,20.9744,0:04:15
2022-02-10,7,0,0,54,8,160,194,8.74,3042,1,1,7,3.21,347,27.8253,0:04:48
2022-02-11,1,0,0,3,2,17,30,6.73,416,0,0,-1,2.52,49,1.1557,0:01:24
2022-02-12,0,0,0,13,1,62,80,9.72,648,1,1,0,4.09,102,0.7912,0:00:27
2022-02-13,88,3,1,22,1,46,712,8.53,692,0,0,0,14.08,760,3.378,0:00:16
2022-02-14,3,0,0,17,0,84,103,8.56,841,1,1,0,3.82,157,1.3878,0:00:31
2022-02-15,71,0,0,14,0,46,621,7.46,563,0,0,0,16.19,676,3.4427,0:00:18
2022-02-16,106,0,2,26,1,58,740,11.11,486,1,1,1,14.6,800,3.1559,0:00:14
2022-02-17,6,1,0,6,0,49,78,7.39,677,0,0,0,3.77,101,1.5931,0:00:56
2022-02-18,1,0,0,6,1,28,61,6.85,657,0,0,1,3.01,84,1.0784,0:00:46
2022-02-19,114,0,2,13,0,30,830,8.92,437,1,1,0,10.2,834,3.7389,0:00:16
2022-02-20,4,1,0,39,0,94,112,6.79,1841,0,0,0,3.59,179,17.1155,0:05:44
2022-02-21,6,0,0,33,0,133,147,7.57,2219,1,1,0,2.59,241,18.1139,0:04:30
2022-02-22,4,0,0,31,1,109,135,7.44,2204,1,1,1,2.79,217,14.8587,0:04:06
2022-02-23,11,1,0,36,0,117,153,6.35,2804,1,1,0,1.88,256,10.7897,0:02:31
2022-02-24,7,0,1,32,1,115,130,7.73,2121,1,1,0,2.56,211,16.061,0:04:34
2022-02-25,2,0,0,31,1,97,117,5.25,2287,1,1,1,3.65,185,12.5887,0:04:04
2022-02-26,1,0,0,-2,1,16,27,7.19,320,0,0,1,4.47,40,1.5045,0:02:15
2022-02-27,11,1,0,34,2,95,117,6.14,2427,1,1,1,4.57,202,18.9994,0:05:38
2022-02-28,5,0,0,36,0,119,153,5.96,3271,1,1,-1,2.74,253,17.8018,0:04:13
2022-03-01,4,0,0,27,0,96,114,7.55,2053,1,1,0,5.04,203,18.7237,0:05:32
2022-03-02,10,0,0,42,1,111,129,7.28,2047,1,1,1,3.52,203,19.7668,0:05:50
2022-03-03,9,0,1,34,0,93,112,7.62,1732,1,1,0,4.47,169,20.6677,0:07:20
2022-03-04,7,1,2,33,3,99,115,7.97,1756,1,1,2,4.16,187,16.9351,0:05:26
2022-03-05,0,0,0,8,0,26,45,10.09,426,1,1,0,2.89,79,1.3981,0:01:03
2022-03-06,363,0,9,188,6,155,5096,6.97,3427,2,2,2,9.5,5473,40.4949,0:00:26
2022-03-07,8,0,1,36,1,112,158,5.49,3750,1,1,1,4.64,312,21.775,0:04:11
2022-03-08,1,1,0,4,0,27,35,3.68,598,0,0,-1,5.39,92,1.4034,0:00:54
2022-03-09,11,0,1,43,3,120,140,8.84,1856,1,1,3,2.59,248,17.2158,0:04:09
2022-03-10,6,0,0,23,1,73,91,6.41,1202,0,1,0,3.97,139,6.4333,0:02:46
2022-03-11,4,0,0,23,1,92,102,7.89,1178,1,1,0,3.72,134,7.722,0:03:27
2022-03-12,0,0,0,1,0,12,29,5.34,356,0,0,0,1.61,63,0.5036,0:00:28
2022-03-13,10,0,0,30,0,87,112,6.96,2156,1,1,-1,2.75,211,12.4438,0:03:32
2022-03-14,9,0,0,37,0,84,106,6.25,2241,1,1,0,4.16,193,14.2338,0:04:25
2022-03-15,12,0,1,34,2,111,134,7.04,2302,1,1,2,2.19,222,13.457,0:03:38
2022-03-16,4,0,0,35,0,84,103,7.77,1505,1,1,-2,2.75,189,9.7407,0:03:05
2022-03-17,0,0,0,8,1,18,35,4.38,617,0,0,0,2.51,72,0.9534,0:00:47
2022-03-18,2,0,0,23,0,71,78,5.88,1208,1,1,-1,3.48,110,4.4842,0:02:26
2022-03-19,4,0,0,23,2,66,77,4.22,1659,1,1,2,4.43,124,8.6049,0:04:09
2022-03-20,7,0,0,28,1,78,91,5.4,2075,1,2,0,3.75,178,14.5133,0:04:53
2022-03-21,5,1,2,30,2,85,96,5.44,2023,1,1,2,2.86,156,8.944,0:03:26
2022-03-22,2,0,0,26,0,77,87,7.09,1523,1,1,-2,2.61,150,8.3725,0:03:20
2022-03-23,10,1,-1,55,0,104,127,6.51,2487,2,2,-3,3.45,237,16.8591,0:04:16
2022-03-24,10,0,0,26,1,80,115,7.18,1531,1,1,0,3.09,177,6.7602,0:02:17
2022-03-25,6,1,0,1,1,14,54,2.89,1383,0,0,1,2,70,1.377,0:01:10
2022-03-26,13,0,2,38,3,104,133,7.62,2256,1,1,3,3.09,251,22.7707,0:05:26
2022-03-27,14,0,1,20,0,69,89,6.63,1584,1,1,-1,3.23,150,8.1708,0:03:16
2022-03-28,1,0,0,9,0,47,66,8.3,542,1,1,-1,4.52,114,1.1305,0:00:35
2022-03-29,12,0,6,39,1,126,165,7.66,2402,1,1,0,2.91,275,21.7036,0:04:44
2022-03-30,3,0,0,9,0,37,63,4.05,1209,1,1,0,1.5,97,0.6227,0:00:23
2022-03-31,4,1,0,28,1,78,93,6.47,1592,1,1,1,3.4,152,9.555,0:03:46
2022-04-01,2,0,0,3,1,6,47,2.22,1169,0,0,1,0.68,52,0.6071,0:00:42
2022-04-02,2,1,0,1,0,12,25,3.61,277,0,0,-2,2.38,28,0.5043,0:01:04
2022-04-03,2,0,0,2,0,12,28,6.49,262,0,0,0,3.52,35,0.8635,0:01:28
2022-04-04,3,0,0,0,0,12,31,9.64,249,0,0,0,1.88,47,0.4499,0:00:34
2022-04-05,23,1,0,45,3,119,151,10.07,1718,1,1,3,2.71,250,10.7816,0:02:35
2022-04-06,16,0,0,22,1,65,149,4.48,2858,1,1,0,2.72,208,9.6827,0:02:47
2022-04-07,6,0,0,27,0,78,101,6.33,1802,1,1,0,2.77,170,11.4434,0:04:02
2022-04-08,3,0,0,23,1,29,72,6.6,1137,1,1,0,5.85,115,7.8339,0:04:05
2022-04-09,0,0,0,0,0,13,24,6.51,307,0,0,0,1.42,46,0.3616,0:00:28
2022-04-10,5,1,2,16,0,40,122,7.38,610,1,1,0,6.7,165,1.4495,0:00:31
2022-04-11,6,0,0,44,3,71,133,6.55,1497,1,1,3,7.61,213,12.3664,0:03:29
2022-04-12,14,0,0,8,1,15,219,2.87,1082,0,0,0,4.82,235,2.2413,0:00:34
2022-04-13,6,0,1,27,0,62,73,7.39,1096,1,1,-2,3.84,106,7.0618,0:03:59
2022-04-14,0,0,0,0,0,13,23,5.23,306,0,0,0,0.59,25,0.1591,0:00:22
2022-04-15,0,0,0,1,0,9,15,4.74,274,0,0,0,3.2,19,0.3941,0:01:14
2022-04-16,1,0,0,0,1,5,19,3.74,348,0,0,1,1.08,24,0.3253,0:00:48
2022-04-17,0,0,0,3,0,8,21,6.36,220,0,0,0,1.66,33,0.2058,0:00:22
2022-04-18,5,0,1,24,1,63,81,6.14,1628,1,1,1,3.92,136,14.1221,0:06:13
2022-04-19,2,0,0,1,0,8,23,6.4,297,0,0,-1,1.75,27,0.4782,0:01:03
2022-04-20,0,0,0,3,0,5,22,6.22,193,0,0,0,1.68,29,0.424,0:00:52
2022-04-21,1,0,0,0,0,7,16,7.6,171,0,0,0,2.94,18,0.2453,0:00:49
2022-04-22,4,0,0,23,1,68,80,6.19,1583,1,1,1,3.76,126,13.1253,0:06:15
2022-04-23,1,0,0,1,0,4,8,0.54,370,0,0,0,0.86,8,0.0526,0:00:23
2022-04-24,9,0,1,19,0,38,144,12.78,712,2,2,0,6.05,196,1.0293,0:00:18
2022-04-25,32,0,0,55,2,139,335,9.22,3525,1,1,0,2.68,501,20.5078,0:02:27
2022-04-26,13,0,0,2,0,17,115,7.08,1412,0,0,-1,0.43,128,0.9055,0:00:25
2022-04-27,17,0,0,66,2,139,259,7.13,4108,2,2,1,3.74,403,18.7258,0:02:47
2022-04-28,143,0,2,65,4,147,1891,5.09,35468,1,1,4,1.07,2082,37.2433,0:01:04
2022-04-29,145,1,3,57,4,200,1750,6.67,26492,1,1,4,1.35,1993,50.5612,0:01:31
2022-04-30,9,0,2,40,0,101,188,5.88,3501,1,1,-1,3.62,285,19.9217,0:04:11
2022-05-01,6,1,0,0,0,20,126,4.1,2680,0,0,0,0.89,151,1.9463,0:00:46
2022-05-02,15,0,0,6,1,23,121,6.12,1601,0,0,1,1.37,134,2.6273,0:01:10
2022-05-03,12,0,0,41,0,119,145,11.73,1654,1,1,0,3.46,261,16.7536,0:03:51
2022-05-04,6,0,0,35,2,95,127,7.6,2027,1,1,1,3.38,206,11.8371,0:03:26
2022-05-05,63,0,2,34,1,60,689,8.34,923,1,1,0,11.71,789,4.7803,0:00:21
2022-05-06,53,1,0,23,1,28,779,6.58,486,0,0,1,24.5,804,6.5864,0:00:29
2022-05-07,66,0,2,6,0,22,339,8.03,473,0,0,-1,8.34,380,3.4293,0:00:32
2022-05-08,6,0,0,2,1,14,33,4.34,392,0,0,1,5.54,39,0.9575,0:01:28
2022-05-09,7,0,0,0,0,10,24,5.65,248,0,0,-1,1.94,27,0.213,0:00:28
2022-05-10,54,1,0,14,0,64,84,9.9,606,1,1,0,10.42,154,2.2503,0:00:52
2022-05-11,107,0,3,66,0,106,1319,6.92,1995,1,1,-1,4.86,1419,18.9289,0:00:48
2022-05-12,5,0,0,8,0,24,64,2.57,855,0,0,0,1.17,76,0.6137,0:00:29
2022-05-13,0,0,0,0,0,11,19,6.4,203,0,0,-1,2.21,24,0.3555,0:00:53
2022-05-14,2,0,0,2,0,13,24,3.77,424,0,0,0,1.43,31,0.3874,0:00:44
2022-05-15,1,0,0,0,0,9,22,6.45,186,0,0,-1,2.3,25,0.2548,0:00:36
2022-05-16,10,0,0,27,0,75,103,6.53,1592,1,1,0,4.09,138,9.5522,0:04:09
2022-05-17,1,0,0,0,1,7,24,1.66,964,0,0,-1,1.29,27,0.4709,0:01:02
2022-05-18,4,0,0,0,0,5,19,4,325,0,0,0,1.49,29,0.3142,0:00:39
2022-05-19,1,0,0,0,0,5,12,6.05,248,0,0,0,0.61,19,0.1107,0:00:20
2022-05-20,0,0,0,0,0,3,5,3.52,142,0,0,0,2.4,5,0.1036,0:01:14
2022-05-21,2,0,0,4,0,17,26,4.88,410,0,1,0,5.97,41,2.9455,0:04:18
2022-05-22,15,0,0,0,0,7,21,6.75,326,0,0,0,1.65,50,0.6173,0:00:44
2022-05-23,12,0,1,3,1,68,81,8.59,1304,1,1,1,3.61,142,10.264,0:04:20
2022-05-24,3,0,0,1,0,5,10,4.05,148,0,0,0,1.47,16,0.1881,0:00:42
2022-05-25,1,0,0,0,0,7,14,5.14,214,0,0,0,1.47,16,0.2293,0:00:51
2022-05-26,1,0,0,3,0,16,17,4.2,286,0,0,0,4.63,20,0.6556,0:01:57
2022-05-27,0,0,0,1,0,12,14,9.48,116,0,0,0,1.04,18,0.1344,0:00:26
2022-05-28,0,0,0,0,0,7,10,5.56,90,0,0,-1,2.84,10,0.1509,0:00:54
2022-05-29,0,0,0,1,1,1,10,8.44,154,0,0,-1,1.24,16,0.1894,0:00:42
2022-05-30,0,0,0,0,0,5,9,4.97,181,0,0,-1,0.91,12,0.1424,0:00:42
2022-05-31,2,0,0,0,0,6,14,7.86,140,0,0,0,2.36,24,0.4218,0:01:03
2022-06-01,8,1,0,34,1,89,113,7.4,2026,1,1,1,4.56,207,15.2924,0:04:25
2022-06-02,2,0,0,2,0,7,52,2.34,1923,0,0,0,3.18,52,2.559,0:02:57
2022-06-03,3,0,0,1,1,6,33,3.37,861,0,0,0,1.14,35,0.5711,0:00:58
2022-06-04,10,0,0,31,2,71,85,8.57,1319,1,1,2,4.14,148,13.1152,0:05:19
2022-06-05,62,0,2,59,3,66,979,9.18,784,1,1,3,10.1,1035,3.9384,0:00:13
2022-06-06,7,0,0,4,0,18,29,4.87,534,0,0,0,5.35,40,0.7144,0:01:04
2022-06-07,3,0,0,1,0,10,25,6.52,184,0,0,0,2,26,0.1157,0:00:16
2022-06-08,0,0,0,0,0,10,23,8.29,205,0,0,-1,1.66,25,0.3141,0:00:45
2022-06-09,85,9,2,54,0,78,438,9.26,4458,1,1,0,17.65,571,7.785,0:00:49
2022-06-10,224,70,2,63,8,70,2102,7.8,26237,0,0,8,29.91,2364,27.7684,0:00:42
2022-06-11,32,5,0,45,2,91,111,5.85,2648,1,1,2,4.57,216,14.1537,0:03:55
2022-06-12,7,2,0,2,0,14,45,4.42,1018,0,0,0,1.44,81,0.9625,0:00:42
2022-06-13,1,0,0,0,0,9,26,8.88,214,0,0,0,5.72,34,1.7693,0:03:07
2022-06-14,7,0,0,1,2,17,32,9.12,318,0,0,1,5.29,42,0.6894,0:00:59
2022-06-15,37,2,1,58,0,105,141,10.16,1476,1,1,0,12.29,251,4.6561,0:01:06
2022-06-16,5,0,0,4,1,19,72,5.12,1269,0,0,1,4.59,81,0.9004,0:00:40
2022-06-17,7,0,0,13,1,12,26,7.96,314,0,0,1,3.75,36,0.5991,0:00:59
2022-06-18,1,0,0,8,0,18,31,6.47,433,0,0,0,7.7,38,0.4239,0:00:40
2022-06-19,3,0,0,2,0,8,24,9.73,185,0,0,0,1.84,28,0.3118,0:00:40
2022-06-20,2,0,0,4,1,7,21,9.52,231,0,0,1,3.52,29,0.5867,0:01:12
2022-06-21,1,0,0,2,0,11,24,10.74,242,0,0,0,3.1,33,0.4247,0:00:46
2022-06-22,19,1,0,33,1,95,158,13.18,1214,1,1,0,4.12,211,13.4383,0:03:49
2022-06-23,0,0,0,2,0,11,28,5.31,490,0,0,0,1.95,34,0.8878,0:01:34
2022-06-24,10,0,0,2,1,9,125,3.65,2905,0,0,1,0.8,129,1.6316,0:00:45
2022-06-25,19,0,0,4,0,13,197,3.23,5475,0,0,0,0.87,208,2.8742,0:00:49
2022-06-26,9,2,0,1,0,11,168,3,4840,0,0,0,1.91,180,5.2239,0:01:44
2022-06-27,1,0,0,2,0,3,16,7.79,154,0,0,-1,1.07,18,0.2831,0:00:56
2022-06-28,1,0,0,2,0,6,20,5.92,304,0,0,0,6.9,25,1.5588,0:03:44
2022-06-29,2,0,0,0,0,5,14,7.3,178,0,0,0,1.53,15,0.1705,0:00:40
2022-06-30,0,0,0,4,1,7,15,2.99,569,0,0,1,2.4,23,0.366,0:00:57
2022-07-01,2,1,1,4,0,9,14,6.8,147,0,0,-1,3.06,16,0.4245,0:01:35
2022-07-02,2,0,0,1,0,3,17,5.02,319,0,0,0,2,32,0.4144,0:00:46
2022-07-03,4,0,0,1,0,5,12,5.16,213,0,0,0,1.92,17,0.254,0:00:53
2022-07-04,0,0,0,0,0,4,14,6.36,173,0,0,-1,9.37,15,0.208,0:00:49
2022-07-05,5,0,0,1,1,3,13,3.77,371,0,0,1,2.36,22,0.2827,0:00:46
2022-07-06,4,0,0,0,0,3,14,9.38,96,0,0,0,1.25,17,0.3105,0:01:05
2022-07-07,2,0,0,0,0,0,6,3.45,116,0,0,0,4.9,6,0.4208,0:04:12
2022-07-08,0,0,0,0,0,2,11,4.14,145,0,0,0,0.5,11,0.0616,0:00:20
2022-07-09,0,0,0,0,1,1,6,1.35,371,0,0,1,0.71,6,0.0405,0:00:24
2022-07-10,0,0,0,-1,0,4,14,10.08,119,0,0,0,1.54,29,0.1614,0:00:20
2022-07-11,0,1,0,0,0,4,14,7.77,206,0,0,-1,1.25,19,0.1523,0:00:28
2022-07-12,3,0,0,0,0,1,17,14.42,104,0,0,0,0.94,19,0.1698,0:00:32
2022-07-13,6,0,0,1,0,3,16,8.21,195,0,1,0,1.91,24,0.2584,0:00:38
2022-07-14,2,0,0,1,0,3,14,5.08,295,0,0,0,0.99,18,0.245,0:00:49
2022-07-15,2,0,0,0,0,0,10,5.95,84,0,0,0,6.22,10,0.1895,0:01:08
2022-07-16,0,0,0,0,0,1,7,7.32,82,0,0,0,1.58,9,0.1337,0:00:53
2022-07-17,0,0,0,0,0,0,7,6.38,94,0,0,-1,1.24,10,0.1606,0:00:57
2022-07-18,1,0,0,1,0,5,12,12.2,82,0,0,-1,2.64,12,0.2327,0:01:09
2022-07-19,5,0,0,0,0,2,14,7.07,198,0,0,0,0.8,21,0.2464,0:00:42
2022-07-20,1,0,0,0,0,3,19,9.2,163,0,0,0,1.15,24,0.1951,0:00:29
2022-07-21,2,0,0,2,0,2,18,5.32,357,0,0,0,3.49,24,0.4946,0:01:14
2022-07-22,3,0,0,0,0,3,22,6.97,244,0,0,-1,3.15,26,0.6778,0:01:33
2022-07-23,1,0,0,1,0,2,15,5.99,284,0,0,-1,2.33,20,0.6228,0:01:52
2022-07-24,1,0,0,0,0,2,14,7.74,168,0,0,0,2.05,16,0.209,0:00:47
2022-07-25,1,0,0,2,0,3,12,10.23,88,0,0,0,10.97,13,1.0105,0:04:39
2022-07-26,1,0,0,0,0,1,12,11.11,99,0,0,0,1.42,13,0.1682,0:00:46
2022-07-27,0,0,0,0,0,5,8,10.26,78,0,0,0,3.85,11,0.1944,0:01:03
2022-07-28,1,0,0,0,0,2,12,10.53,95,0,0,0,2.82,12,0.1657,0:00:49
2022-07-29,3,1,0,0,0,0,9,9.33,75,0,0,0,49.59,10,0.1492,0:00:53
2022-07-30,1,0,0,0,0,0,8,5.47,128,0,0,0,0.76,8,0.0437,0:00:19
2022-07-31,65,4,0,45,2,82,119,10.11,1147,1,1,0,13.6,233,3.0149,0:00:46
2022-08-01,31,3,0,9,2,31,51,5.33,919,0,0,2,5.01,100,1.2235,0:00:44
2022-08-02,3,0,0,1,1,10,19,8.54,281,0,0,0,8.22,34,0.3353,0:00:35
2022-08-03,8,0,1,1,0,7,17,5.95,168,0,0,0,9.14,23,0.2997,0:00:46
2022-08-04,4,0,0,2,0,7,14,6.38,188,0,0,0,1.29,18,0.136,0:00:27
2022-08-05,3,0,0,2,0,4,21,11.23,187,0,0,-1,2.58,25,0.3552,0:00:51
2022-08-06,2,0,0,1,0,5,19,6.37,251,0,0,-1,1.66,23,0.2285,0:00:35
2022-08-07,1,0,0,1,0,0,12,6.82,132,0,0,0,4.24,13,0.1169,0:00:32
2022-08-08,3,1,0,1,0,4,25,8.57,350,0,0,-1,2.18,46,0.7737,0:01:00
2022-08-09,112,0,0,37,0,74,1193,14.8,6540,1,1,0,27.05,1394,9.9309,0:00:25
2022-08-10,24,0,0,1,0,33,283,9.12,2544,0,0,-1,12.79,315,2.3385,0:00:26
2022-08-11,8,0,1,1,0,10,112,9.36,823,0,0,0,4.39,127,0.8813,0:00:24
2022-08-12,9,0,0,0,1,11,76,11.04,498,0,0,1,3.23,88,0.535,0:00:21
2022-08-13,3,0,0,5,0,1,55,13.06,360,0,0,0,13.18,68,0.4811,0:00:25
2022-08-14,3,0,0,1,0,6,49,10.21,431,0,0,0,2.51,54,0.4448,0:00:29
2022-08-15,2,0,0,0,0,3,38,14.04,228,0,0,-1,1.98,42,0.3558,0:00:30
2022-08-16,26,0,0,13,0,37,67,10.7,654,1,1,0,10.33,112,1.5662,0:00:50
2022-08-17,11,0,0,1,1,15,37,8.66,404,0,0,0,6.99,49,0.6739,0:00:49
2022-08-18,5,0,0,1,0,5,29,3.46,723,0,0,0,4.85,34,0.3186,0:00:33
2022-08-19,9,0,0,0,0,6,15,3.47,375,0,0,0,12.95,22,1.243,0:03:23
2022-08-20,1,0,0,2,0,6,19,6.7,209,0,0,0,3.45,21,0.5657,0:01:36
2022-08-21,2,0,0,2,0,8,19,6.17,162,0,0,-1,33.21,25,0.3111,0:00:44
2022-08-22,2,0,0,1,1,3,13,8.52,176,0,0,0,4.45,18,0.1565,0:00:31
2022-08-23,1,0,0,0,0,4,12,6.8,103,0,0,0,0.88,15,0.1496,0:00:35
2022-08-24,1,0,0,0,0,4,8,4.81,104,0,0,0,4.19,14,0.1362,0:00:35
2022-08-25,0,0,0,0,0,3,10,5.88,102,0,0,0,12.04,10,0.0639,0:00:23
2022-08-26,1,0,0,0,0,1,6,5.13,117,0,0,-1,1.12,8,0.0643,0:00:28
2022-08-27,1,0,0,0,0,0,13,9.78,92,0,0,-1,1.42,14,0.0831,0:00:21
2022-08-28,4,0,0,0,0,6,12,9.2,87,0,0,0,3.03,13,0.2121,0:00:58
2022-08-29,3,0,0,0,0,4,12,7.44,121,0,0,-1,6.64,12,0.2152,0:01:04
2022-08-30,0,0,0,-2,0,1,7,4.59,109,0,0,0,1.18,7,0.1008,0:00:51
2022-08-31,0,0,0,0,1,0,10,6.8,103,0,0,0,2.65,11,0.0802,0:00:26
2022-09-01,1,0,0,0,1,1,6,3.17,126,0,0,1,0.26,8,0.0153,0:00:06
2022-09-02,3,0,0,2,0,3,11,4.17,288,0,0,0,19.86,20,0.3295,0:00:59
2022-09-03,4,0,0,0,0,2,6,1.38,218,0,0,0,5.26,9,0.3042,0:02:01
2022-09-04,3,0,0,0,0,3,12,6.45,155,0,1,-1,0.52,12,0.0745,0:00:22
2022-09-05,4,0,0,1,0,2,14,14.29,77,0,0,0,3.52,17,0.1094,0:00:23
2022-09-06,0,0,0,2,0,3,15,11.96,92,0,0,0,6.83,15,0.3701,0:01:28
2022-09-07,3,0,0,0,0,0,9,5.75,87,0,0,0,0.82,12,0.0471,0:00:14
2022-09-08,0,1,0,5,2,1,11,5.83,343,0,0,2,3.37,26,0.3308,0:00:45
2022-09-09,0,0,0,0,0,2,7,4.85,103,0,0,0,4,7,0.0863,0:00:44
2022-09-10,0,0,0,0,0,1,6,6.98,86,0,0,0,4.87,8,0.1288,0:00:57
2022-09-11,0,0,0,1,0,2,15,2.63,457,0,0,0,1.16,20,0.1746,0:00:31
2022-09-12,0,0,0,0,0,2,8,9.72,72,0,0,0,1.15,14,0.1896,0:00:48
2022-09-13,2,0,0,2,0,2,5,7.02,114,0,0,0,4.14,12,0.7683,0:03:50
2022-09-14,1,0,0,0,2,2,7,5.36,224,0,0,2,9.33,15,0.297,0:01:11
2022-09-15,2,0,0,1,0,2,6,5,80,0,0,0,3.32,9,0.0961,0:00:38
2022-09-16,0,0,0,0,0,0,3,2.94,102,0,0,0,25.37,3,0.0288,0:00:34
